gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
RP11-297D21.4,-0.162610816,1.694055096,-0.756023082,0.467704269,0.681773392,-6.459263034
ZKSCAN7,-0.171815606,2.739980817,-1.010547212,0.336920498,0.560296895,-6.459486614
RP11-142O6.1,-0.105808856,0.457813986,-0.182543393,0.858937234,0.935687392,-6.459508521
MSH4,0.029215593,0.391720982,0.080356283,0.937597292,0.971653799,-6.459947744
GRIK4,0.271282519,3.738476106,1.191821561,0.261840375,0.480194443,-6.460161325
JMJD7-PLA2G4B,0.233013609,1.291266489,0.628483676,0.544286732,0.742925058,-6.460245986
SMG6,0.155029874,5.102534791,1.325121772,0.215674057,0.426572313,-6.460251378
TDRD6,0.100401407,0.434006898,0.153434881,0.881218979,0.945751901,-6.460284956
LL0XNC01-7P3.1,0.316685899,1.550055969,0.71385497,0.49223523,0.702244627,-6.460459226
AC087294.2,0.220081891,1.785505451,0.783456013,0.452174815,0.667930059,-6.460549171
RP11-65L3.4,0.142843901,0.746159132,0.393803432,0.702294228,0.851428108,-6.460848477
HSF2BP,-0.122597883,1.192418265,-0.588032686,0.57002612,0.763897753,-6.461069741
PTRF,0.333315242,5.985796878,1.356720898,0.205782951,0.412887956,-6.461170258
RFX1,0.237362098,2.965918436,1.057053966,0.316252044,0.538138271,-6.461379349
FBXL8,0.086946196,0.613555597,0.312053142,0.761643624,0.885424699,-6.4615269
CTD-2008L17.1,0.063070547,0.49667866,0.216668413,0.832982252,0.923625882,-6.461543425
SLC35G1,-0.226416336,2.863887404,-1.032940302,0.326845354,0.549546846,-6.461569908
RP11-196G18.24,-0.009847588,0.386622708,-0.025755781,0.979977383,0.990538494,-6.461685379
RP11-182I10.3,0.168436965,0.558130502,0.271101872,0.792027992,0.901905744,-6.461727309
PHKA1,-0.253385527,4.086774291,-1.234971224,0.246089448,0.460641502,-6.461775907
ARL17A,0.390255206,3.359111822,1.128722459,0.286316168,0.507120691,-6.462190708
AMT,0.199548532,1.354146128,0.646627583,0.532962612,0.73406724,-6.462430263
TAS2R31,0.0961417,0.452177822,0.16401686,0.873105007,0.942374222,-6.462788747
ASUN,-0.135459552,5.828437322,-1.351437065,0.207409814,0.415232248,-6.46332587
CTD-2349P21.9,0.231179371,0.962416415,0.493871629,0.632453005,0.806460391,-6.463458745
RFX2,0.167617899,4.267530528,1.255462013,0.238883987,0.453978821,-6.46367001
KCNQ5-IT1,-0.04351756,0.408124112,-0.062983395,0.951066262,0.977717053,-6.463790343
RP11-261C10.3,0.147964723,1.004074892,0.511038247,0.620821082,0.799939755,-6.463854553
CTD-2292M16.8,-0.104481891,0.542772752,-0.244504739,0.811964394,0.912424814,-6.463940717
BLOC1S5,-0.128593286,3.28582437,-1.11187196,0.293148089,0.514902305,-6.464178486
LTA4H,-0.123765751,4.659757453,-1.290776229,0.226872349,0.44035465,-6.464381296
PREX2,-0.239481519,5.221432929,-1.32659998,0.215202629,0.426142421,-6.465127851
RP1-111C20.4,-0.088883661,0.525510089,-0.224298042,0.827206884,0.92083101,-6.465601344
ATL3,-0.116028103,6.158573058,-1.355484528,0.206162656,0.413338463,-6.465667259
RP11-685M7.3,-0.022438482,0.426125352,-0.094663578,0.926520399,0.965808302,-6.46613397
ZSWIM6,0.162599525,6.232155648,1.35575658,0.206079055,0.413301438,-6.466372411
GNG12-AS1,0.032544075,0.443685199,0.123702441,0.904091557,0.9556237,-6.466795825
HHLA3,0.154442123,2.68856055,0.995104337,0.344002591,0.566820895,-6.466810038
IP6K2,-0.126593805,5.995228185,-1.352139936,0.207192782,0.414962855,-6.466957384
ANKHD1,0.379698138,2.16817187,0.875917471,0.402369602,0.622631383,-6.467136921
SHF,0.143642128,3.893923098,1.207867644,0.255890764,0.472793912,-6.467201027
RP11-680G24.5,0.410980674,1.724056857,0.756853757,0.467229036,0.681497951,-6.467273545
SMARCA1,0.192655758,7.114868052,1.343352329,0.20992001,0.419090404,-6.467503346
C1orf131,-0.162478759,4.073847599,-1.228307823,0.248470385,0.463431488,-6.468559598
SART1,0.270257884,5.587230322,1.340491271,0.210814422,0.420542316,-6.468606065
AC018766.5,0.112484084,0.576465846,0.260292624,0.800112149,0.905713752,-6.468610287
ZSWIM3,-0.149298165,3.299654932,-1.110024441,0.293904826,0.515691426,-6.468641878
PPM1H,0.116297678,0.854054994,0.431052041,0.675908053,0.836023604,-6.468779473
LSMEM1,-0.153137206,0.550435691,-0.228661328,0.823908876,0.919073639,-6.469076245
AGFG2,0.246673746,4.199523794,1.243330852,0.243128718,0.457773339,-6.469149262
RP11-46C24.7,-0.159329378,3.290033211,-1.10775149,0.294837903,0.516608026,-6.469169788
AGAP9,0.321486607,1.603814938,0.718640786,0.489411251,0.700092105,-6.469203154
CCDC9,0.24992603,4.225685874,1.246157114,0.242134336,0.457048618,-6.469205654
PALLD,-0.135798499,5.084826717,-1.316170257,0.218547334,0.430411772,-6.469338505
SPATC1L,-0.224987579,4.058015831,-1.225170093,0.249598006,0.464911055,-6.469580483
RP11-711M9.1,0.101296618,0.798148551,0.400280529,0.697674649,0.848485242,-6.469754731
COPA,-0.206180809,8.640112791,-1.273637386,0.232638171,0.446964997,-6.469770569
NRSN2,-0.277143099,5.481957414,-1.33424161,0.212779295,0.42302519,-6.469913563
GLRX5,0.267518793,4.77812779,1.295305597,0.225368489,0.438582199,-6.470456406
PCDHGA12,0.215192187,1.264542918,0.602810144,0.560545159,0.755687164,-6.470544878
ZIC4,-0.164132659,1.274478277,-0.601962253,0.561086745,0.756012176,-6.470947859
CCDC96,-0.018738825,0.432708786,-0.060116717,0.953290442,0.978758776,-6.470960737
PRCC,0.163139018,5.225787424,1.32302521,0.216344171,0.427505597,-6.471071069
CISD3,-0.216811631,2.716069622,-0.992618928,0.345152645,0.567634398,-6.471325378
CLEC18A,-0.018157888,0.435828309,-0.049729584,0.961352944,0.982240604,-6.471419991
ZNF597,-0.221745142,2.662674556,-0.981550393,0.350308864,0.573712955,-6.471508327
RP11-15A1.2,-0.100187808,0.706407854,-0.339044328,0.741844469,0.874649867,-6.471671441
SSSCA1,0.262960186,3.261567295,1.102435648,0.297029124,0.518161867,-6.472107355
IGF2R,-0.255277846,7.610441757,-1.32147421,0.216841028,0.427987037,-6.472338804
PHF8,0.143452398,4.497204538,1.270657467,0.233652893,0.448115126,-6.472348586
RPS6KB2,0.163992409,3.822005593,1.19326928,0.261299066,0.479570403,-6.472476221
RP11-141M1.3,-0.068091714,0.488753458,-0.147384489,0.88586484,0.947773036,-6.472689644
hsa-mir-8072,0.02915051,0.472429666,0.123293102,0.904407151,0.955689601,-6.473436151
GTPBP3,-0.117092025,3.811894726,-1.189385327,0.262753325,0.481329515,-6.474095924
SKIL,-0.184420893,5.283598971,-1.32235453,0.216558904,0.427761928,-6.474473366
ANKRD11,0.128860415,7.053441414,1.33953452,0.211114231,0.420806724,-6.474479509
UBE2D4,-0.20082256,4.628857877,-1.279132291,0.230776563,0.445014336,-6.474797822
LINC00032,-0.050264705,0.475353197,-0.111394938,0.913587909,0.960316962,-6.474886488
MFAP1,-0.175943015,5.133170938,-1.313924119,0.219273295,0.431524216,-6.475189142
RP11-378A13.1,-0.080217111,0.733795177,-0.347790185,0.735470555,0.870944381,-6.475194882
PIANP,-0.019736536,0.463182573,-0.085203371,0.933842915,0.970341201,-6.475356439
UHMK1,-0.216656328,6.638334433,-1.346760078,0.208858855,0.417533859,-6.475634831
ZMYM1,0.237024148,5.334994774,1.32454049,0.215859675,0.42677816,-6.475688626
KLC2,0.13767498,4.126120271,1.229389132,0.248082749,0.463024542,-6.475946251
SMAD6,0.023144576,0.46784732,0.089083572,0.930838682,0.968901524,-6.476401585
RP11-873E20.1,-0.007734628,0.451663071,-0.015402347,0.988025233,0.993355595,-6.476578933
SSR3,-0.111468056,7.349396285,-1.328120747,0.214718527,0.425630488,-6.476738888
TMEM179B,-0.179806914,3.805846127,-1.185537271,0.264200534,0.482740672,-6.476827984
RBM47,0.048174023,0.478521784,0.107554128,0.916554454,0.961951968,-6.476873111
WDFY2,0.180353386,3.797400326,1.185864654,0.264077162,0.48265465,-6.476873656
RGAG4,0.374432187,4.338490245,1.250502664,0.240611895,0.455542024,-6.477436873
IQCK,-0.165903308,3.836158222,-1.189035899,0.262884478,0.4814074,-6.477838456
NPIPB11,0.164756514,0.712691225,0.327752589,0.750104275,0.87899937,-6.478248005
GPATCH2,-0.258389091,5.560898812,-1.330654207,0.21391408,0.424746312,-6.478286843
RP11-119F7.5,-0.139734899,1.982876973,-0.814313568,0.435116128,0.652860524,-6.478292242
PIH1D2,-0.06409025,0.540713993,-0.18522828,0.856888267,0.935333603,-6.47832352
CD47,0.264969243,7.260650677,1.329814283,0.2141805,0.424954607,-6.478460015
RP11-755B10.4,0.110849212,0.704420946,0.321276738,0.754856452,0.881385321,-6.478778528
FBXL4,-0.186689332,5.004352428,-1.302881938,0.222871436,0.436080903,-6.479343754
TICAM1,-0.197477687,1.479955033,-0.661656289,0.523688455,0.727433052,-6.479430276
SZT2,0.143005885,5.72990367,1.336186182,0.212166289,0.42223469,-6.479599373
ELK1,-0.218725692,4.591639268,-1.27155987,0.233345223,0.447850749,-6.479903329
MDH1B,0.036402181,0.502184747,0.122583168,0.904954543,0.956134166,-6.480015555
ATG2B,0.250700625,5.641757101,1.332705796,0.213264492,0.423805623,-6.480581693
MRPL12,-0.290475322,1.850275454,-0.773562731,0.457735957,0.672328916,-6.480676691
RP11-211N8.2,-0.161530993,2.235228068,-0.875446966,0.40261306,0.622919667,-6.480780212
IST1,-0.155432698,7.186430285,-1.330021857,0.214114633,0.424954607,-6.481094187
MUL1,-0.301205576,5.189175645,-1.311368087,0.220101858,0.432492921,-6.481240522
HSCB,-0.151211353,2.838986322,-1.008996843,0.337626548,0.561038391,-6.481254844
RP11-73M18.6,0.198648069,1.124790148,0.529782799,0.608244699,0.791231794,-6.481349559
PGAM1,-0.291473723,6.858296504,-1.338149255,0.211548953,0.421506264,-6.48145964
LINC01011,-0.078801548,0.751511811,-0.339955666,0.741179321,0.874400955,-6.481609269
PCDHGA2,0.096063433,0.729137588,0.32733828,0.750407981,0.879184141,-6.482266335
BLOC1S3,-0.189230166,3.075542501,-1.054621322,0.317308731,0.539328374,-6.482323812
SPRY3,-0.198900395,2.875947551,-1.0143203,0.335206812,0.558801417,-6.482696104
C7orf55,-0.151522019,1.4015967,-0.62995924,0.543360619,0.742216387,-6.482808219
CTD-2574D22.4,0.247377,2.548006941,0.947996682,0.366285394,0.588056502,-6.482846257
PSMB5,-0.306290328,7.061480735,-1.331917558,0.213513874,0.424189514,-6.482908415
ZNF526,0.196389825,4.330618405,1.24518473,0.242476081,0.457449916,-6.483487922
ZNF20,-0.175207278,0.883302461,-0.409544944,0.691089716,0.844559526,-6.483507138
AC007228.9,-0.042780643,0.527607686,-0.138233969,0.892899782,0.95137987,-6.483701688
ZBTB22,-0.158191281,4.5403532,-1.264138639,0.235885382,0.45088044,-6.483791253
ACSS2,-0.222646862,5.565303847,-1.326270376,0.215307671,0.426294503,-6.484061318
SNAI1,-0.230444128,2.518214306,-0.937272852,0.371501396,0.593105613,-6.48446401
DDX50,0.125389347,4.97340037,1.297263717,0.224720908,0.437980904,-6.48477914
COQ10A,0.161482899,3.344291064,1.105168326,0.295901123,0.517108319,-6.484954906
ZNF730,0.213891633,4.706634418,1.277913803,0.231188309,0.445523749,-6.484984088
RN7SL832P,-0.06389703,0.653136505,-0.260441578,0.800000575,0.905655369,-6.485258473
GLB1L,-0.154799698,3.091297727,-1.055297122,0.317014909,0.539071764,-6.485322553
C16orf46,0.087289593,0.72409376,0.314629431,0.759745689,0.884460843,-6.485548691
RP4-569M23.4,0.037470025,0.502240127,0.059633084,0.953665723,0.978758776,-6.485694334
TRIM28,0.301935093,8.52457058,1.266684703,0.23501136,0.449904436,-6.485833116
RASAL2,0.198111342,6.191276452,1.339715454,0.211057506,0.420806724,-6.485975052
IDS,0.302479002,6.514644462,1.339675779,0.211069943,0.420806724,-6.486063915
GPKOW,0.184664392,4.077448879,1.214890848,0.253321197,0.469418544,-6.486117553
RP11-629G13.1,0.001976936,0.492592331,0.009348428,0.992731735,0.995898554,-6.486150615
CWC27,-0.20328129,4.561474442,-1.263789681,0.236005382,0.450892448,-6.486214763
RP4-561L24.3,0.120711094,0.900182714,0.416817938,0.685939167,0.841582177,-6.486353806
RP11-138I1.4,0.156004963,1.203557395,0.551963044,0.593535518,0.780437165,-6.486975697
RP13-216E22.4,0.444692709,1.987257687,0.80617116,0.439575112,0.657008646,-6.486981606
OBFC1,-0.137477688,2.731830664,-0.981148393,0.350497197,0.573723703,-6.487122386
TCAP,-0.111554244,1.08922033,-0.500661773,0.627839184,0.804177555,-6.48725681
CTC-325H20.2,0.189562876,1.110964282,0.513355637,0.619259149,0.798897546,-6.487262757
GPSM1,0.171189796,6.842582,1.334214992,0.212787696,0.42302519,-6.48739093
FRRS1,0.056312428,0.552652589,0.151148177,0.882974302,0.946680604,-6.487740501
AC002456.2,0.105635461,1.042537859,0.482088987,0.640498673,0.812327968,-6.487751535
RP11-635N19.1,0.032476994,0.543876899,0.13447067,0.895795898,0.952623255,-6.487817695
U2AF1L4,-0.150835135,1.101326663,-0.502417814,0.62664871,0.803334376,-6.487988867
LINC00882,0.020753749,0.515337686,0.074086531,0.94245599,0.974268215,-6.488315748
FAM89A,0.205373136,5.058439255,1.299443428,0.224001859,0.437300073,-6.488526625
RP5-1180C10.2,0.447065366,2.563264268,0.94487308,0.367799195,0.588939094,-6.48869126
ZNF382,-0.255153517,4.562466065,-1.261033264,0.236955018,0.451848913,-6.489197796
CTC-428H11.2,0.48469835,1.539513154,0.669252036,0.519037932,0.724378474,-6.489402115
ANXA11,0.282004693,4.843465756,1.284401957,0.229002824,0.442895276,-6.489419958
CCDC142,-0.168094104,4.035421714,-1.204528954,0.257119637,0.47396789,-6.49046189
HERC1,0.118540985,8.093558093,1.284745331,0.228887638,0.44284272,-6.490907407
CTD-2132N18.2,0.047370537,0.54393919,0.112293456,0.912894116,0.960141217,-6.491159357
RPL32,-0.208843646,9.01209227,-1.234361984,0.246306366,0.460775138,-6.491285695
CLINT1,0.110320002,6.651938431,1.334260636,0.21277329,0.42302519,-6.491540478
OBSCN,-0.165458679,5.260605245,-1.307366252,0.221404326,0.434428706,-6.491582328
MUC20,0.10886766,0.678364846,0.261629813,0.799110703,0.905178104,-6.491658337
RTN4,-0.135665746,8.538533667,-1.26089225,0.237003684,0.451884629,-6.491667581
CTD-3220F14.2,0.049187354,0.558131839,0.130802746,0.898620171,0.953675983,-6.491671099
CTC-471J1.2,-0.049142063,0.565363152,-0.135079561,0.895327204,0.952579964,-6.492078378
ZNF551,0.180871601,4.910237588,1.286890143,0.228169237,0.441724456,-6.49224729
POLD4,-0.063965833,0.67916674,-0.253289442,0.805363164,0.908863409,-6.492827347
ERCC8,-0.153757134,4.580069414,-1.259960609,0.237325414,0.452269552,-6.492975877
RP11-448G15.3,0.232623508,1.1443295,0.516783528,0.616952393,0.797453483,-6.493295807
RTN4RL1,-0.301809436,3.361803121,-1.096368222,0.29954558,0.52106574,-6.493302921
ADRA1D,-0.077805787,0.636339255,-0.213184586,0.835622902,0.925234923,-6.493358471
PCBP4,0.187382446,5.415342561,1.313443369,0.219428936,0.431567399,-6.493819078
ANXA2R,0.221565603,1.013439172,0.456820016,0.657918839,0.824720551,-6.493877679
AK8,-0.14567702,1.755492277,-0.730097654,0.48269217,0.694717346,-6.493884802
SLC35D1,-0.166474678,5.447097034,-1.313787916,0.219317381,0.431524216,-6.494100401
RP5-882C2.2,0.053019897,0.568380731,0.127750998,0.900971132,0.954273045,-6.4942025
HIATL1,0.137668826,6.16598284,1.332397554,0.213361985,0.423943551,-6.494799232
EIF4A2,0.338418972,9.256574016,1.216696804,0.252663836,0.468430436,-6.494918575
CTB-113I20.2,-0.064324058,0.677251607,-0.245090981,0.811523374,0.912132936,-6.495143579
RPL26L1,-0.187169321,4.6261441,-1.261610894,0.236755755,0.451676416,-6.495521791
EXT2,0.256966466,5.681335407,1.321793288,0.216738735,0.427987037,-6.495550348
AC022431.2,-0.250359945,1.282384701,-0.560692368,0.587798757,0.776327093,-6.495735815
AC144521.1,-0.388030013,2.316758546,-0.874791355,0.402952469,0.623150038,-6.496254564
HEXDC,-0.137130967,2.897684706,-1.006143364,0.33892893,0.562381864,-6.496309893
PCDHB14,0.272407304,4.518371551,1.252263517,0.239997221,0.455198135,-6.496314986
ZNF582-AS1,-0.02515384,0.560685566,-0.085969973,0.933249287,0.970243121,-6.496439227
ADCY6,0.147632077,5.854978328,1.325844423,0.215443482,0.426370225,-6.496443015
NCBP2-AS2,-0.235597776,3.789650063,-1.165094356,0.271996051,0.491248814,-6.496630492
ZNF321P,0.21667633,1.54420071,0.661035136,0.524069854,0.727433052,-6.496728174
SLC25A1,0.334084501,5.773177573,1.323229978,0.216278645,0.427474157,-6.496923817
CNOT6L,-0.153000653,5.849370639,-1.324530235,0.215862951,0.42677816,-6.497239028
SNRNP40,0.166159867,5.887093926,1.325885374,0.215430422,0.426370225,-6.497295217
KDM8,0.172798732,2.948937313,1.018187533,0.333457141,0.556752721,-6.497328572
NUFIP1,-0.13316241,3.422441391,-1.105410413,0.295801355,0.517108319,-6.497707736
PHTF1,0.180298416,4.816416216,1.275552704,0.231987884,0.446494595,-6.497930965
HSPA6,-0.198720485,1.624035265,-0.682385882,0.511055432,0.717779759,-6.498052157
NOVA1-AS1,-0.085961808,0.603823613,-0.149568046,0.884187635,0.946680604,-6.498719837
C19orf71,0.14877338,1.818303635,0.743526191,0.474891291,0.688339963,-6.499300352
EMILIN1,-0.20437233,1.154162518,-0.504416803,0.625294909,0.802141647,-6.499400362
NAAA,0.154135675,1.837441516,0.748643863,0.471939603,0.68592784,-6.499581329
BCL6,0.283505654,6.132279514,1.327855362,0.21480294,0.425644537,-6.499745797
RWDD3,0.30929811,1.945489195,0.778940182,0.454707704,0.670058091,-6.499851975
PHF20,0.110868725,6.6290378,1.327764376,0.214831888,0.425644537,-6.499911062
USP31,-0.160260511,6.053361778,-1.326125103,0.215353982,0.426330276,-6.50026723
AC007566.10,-0.176344606,0.951657437,-0.404174503,0.694903637,0.846479213,-6.50029903
ING5,0.152077646,5.246281851,1.299971705,0.223827877,0.437144898,-6.500522441
ABHD6,-0.158932317,4.479295461,-1.244216301,0.242816827,0.45751673,-6.500804831
ZFP3,-0.208610115,4.58853874,-1.253538367,0.239553003,0.454734982,-6.501160228
ZNF334,0.407934597,4.711404818,1.263991711,0.235935902,0.45088044,-6.50135043
RP11-111M22.3,-0.130149962,3.259747938,-1.0721142,0.30976988,0.53120136,-6.501459615
TAF1A,0.172836674,2.998438952,1.02368617,0.330981164,0.553984613,-6.501662857
RP11-1072C15.4,-0.115099272,0.939839597,-0.398083773,0.699239967,0.849430814,-6.501688974
ACAA2,0.184949669,4.425844905,1.238840288,0.244715511,0.459325495,-6.502051761
RP11-421E14.2,0.416764937,1.512702839,0.642021492,0.535824248,0.736033036,-6.502342577
FAM19A5,0.192587952,2.411889521,0.895265227,0.392447182,0.613729129,-6.502717191
MYOF,-0.311487609,2.190098454,-0.838051089,0.422290716,0.640522343,-6.502756917
NUP205,0.1471916,7.909011919,1.283634824,0.229260334,0.443109442,-6.502855001
NME1,-0.211577262,5.664023705,-1.313687755,0.219349805,0.431524216,-6.503716269
FAM151B,-0.12204425,0.951074395,-0.398417438,0.699002115,0.849346931,-6.503940558
FDXR,0.189712449,2.79503782,0.980006848,0.351032405,0.573723703,-6.503954498
EIF3H,-0.133257109,7.692334206,-1.292237464,0.226386278,0.439807062,-6.504048318
PHF13,0.232825865,5.278469038,1.298291055,0.224381768,0.437654408,-6.504508376
HAS2-AS1,0.02723047,0.599696439,0.105175552,0.918392288,0.962373092,-6.504550523
NAA20,0.143516756,5.661678847,1.313499291,0.219410827,0.431567399,-6.504966639
U73166.2,0.095446296,0.931983795,0.38874704,0.705909453,0.853934862,-6.505339408
RP5-1074L1.4,0.640306667,3.769392525,1.153884286,0.276347828,0.496064587,-6.505412124
MAPKAPK5-AS1,-0.154427714,3.299056036,-1.075205692,0.308451937,0.530126667,-6.505548757
RP11-469M7.1,-0.20649935,2.470210085,-0.903057128,0.388500164,0.610176878,-6.505736862
ZC3H12C,-0.23099991,6.269768867,-1.323163422,0.216299941,0.427474157,-6.50643971
ZNF615,-0.203853402,4.431170223,-1.234465719,0.24626942,0.460763125,-6.506447774
TRAPPC10,0.110121925,5.914322208,1.318970475,0.2176451,0.429121315,-6.506572923
FAM71F2,-0.016883281,0.593518794,-0.046421077,0.963922021,0.983663958,-6.507078162
TBCK,-0.301417924,5.241413451,-1.292488044,0.226303011,0.439807062,-6.507541096
LRRC49,-0.267359461,4.790404738,-1.264254694,0.235845484,0.45088044,-6.507553844
PPIH,0.145964233,4.624032819,1.252174646,0.240028213,0.455198135,-6.507627112
CYC1,-0.324243487,6.985846834,-1.313773054,0.219322191,0.431524216,-6.507631456
LINC00606,-0.005064026,0.591027082,-0.013438726,0.989551769,0.994228165,-6.507824039
POLR1B,-0.161089535,5.957815052,-1.318268374,0.217871026,0.429398503,-6.507849201
RP11-101E13.5,-0.030916055,0.620266861,-0.105451257,0.918179235,0.962351922,-6.508231823
GTF2A2,0.145939346,5.274246505,1.295006628,0.225467498,0.43864311,-6.50823649
RP11-206L10.10,0.063276229,0.692604498,0.206581451,0.840633792,0.927718706,-6.508853734
AC018730.3,-0.10992595,1.09420427,-0.461356796,0.654774875,0.822487038,-6.508947407
THOC5,0.140058203,6.090117622,1.320041027,0.217300989,0.4285548,-6.5089479
PCDHA13,0.126192345,0.741843888,0.250193222,0.807687997,0.910194126,-6.509133327
PTK2B,-0.157859804,2.925159225,-0.998347503,0.342506182,0.565255037,-6.509313189
CKS2,0.136624597,6.770930591,1.317804863,0.218020284,0.429580496,-6.509419265
RAB20,-0.00421306,0.597088139,-0.015252883,0.988141426,0.993406249,-6.509559407
RP11-319G6.1,0.213842557,2.360986119,0.875240984,0.402719675,0.622919667,-6.509739301
PARS2,-0.189984244,3.572896801,-1.119494745,0.29004188,0.511386371,-6.509875842
UNC119,-0.139677917,4.658972612,-1.252145911,0.240038235,0.455198135,-6.510418223
AC007773.2,0.117593411,1.0807598,0.454575943,0.659476578,0.825302516,-6.510509538
TIMM23,0.14301894,5.341986334,1.296375027,0.22501462,0.438242073,-6.51054842
RP11-44N11.1,-0.169363249,1.000453909,-0.40808291,0.692127111,0.845177438,-6.510692691
GNPNAT1,0.151817515,4.529800225,1.240944181,0.243971028,0.458508798,-6.511051038
RP11-680F8.4,-0.014584523,0.609291684,-0.021285134,0.983452237,0.991730343,-6.511113806
CTC-459F4.3,0.172860874,3.386693957,1.088056186,0.303019748,0.524498168,-6.511264132
ATP1A2,0.225452457,1.337364514,0.563643175,0.585866292,0.774807401,-6.511423225
ARL17B,0.263086789,2.420964753,0.887668848,0.396322264,0.617157866,-6.511530497
HIVEP3,-0.193524103,2.578787172,-0.921800982,0.379120749,0.600947989,-6.511993203
GGA2,0.134590214,6.18750297,1.31859942,0.217764476,0.429300609,-6.512048577
R3HDM4,-0.209187153,4.9319407,-1.270441566,0.233726553,0.448126803,-6.512615184
PLD6,0.154925332,3.349379884,1.08007472,0.306384944,0.527954421,-6.512638006
CAHM,0.133836068,2.236872696,0.840950451,0.420741971,0.639090709,-6.512784264
EMC10,-0.250581345,6.679988477,-1.315937083,0.218622603,0.430430181,-6.51287952
CAB39L,-0.221040933,3.273903943,-1.062700755,0.313809547,0.535286634,-6.513031394
RDH5,-0.110146223,0.834983198,-0.301231663,0.76963381,0.889353316,-6.513681694
AP3S2,-0.18673815,5.49128514,-1.299223233,0.22407441,0.437300073,-6.513870756
RP11-373N22.3,-0.260714727,1.310057567,-0.541338898,0.600557498,0.785100341,-6.51505382
N6AMT1,0.138624563,4.164148225,1.19978791,0.258872841,0.475966569,-6.515228499
HOOK2,-0.230141661,3.744165103,-1.14127185,0.281309694,0.501934968,-6.515596924
UNC5D,-0.43294605,2.152159934,-0.807630245,0.438773846,0.656467223,-6.516059886
ANKRD13D,0.16498662,3.867925658,1.161113224,0.273535264,0.493129356,-6.51615321
PRR7-AS1,-0.083221672,0.763317806,-0.234979919,0.819139359,0.915877139,-6.516884927
ABCA3,-0.306256304,6.832518062,-1.30952029,0.220702461,0.433394517,-6.517285413
CTA-292E10.6,-0.112067502,1.282797409,-0.528307918,0.609229459,0.792239721,-6.517412075
FZD3,0.255674384,6.731617154,1.311808564,0.219958887,0.432271761,-6.517454491
RPAP1,-0.231432438,4.866081884,-1.261652334,0.236741465,0.451676416,-6.517519788
MTSS1L,-0.222789682,7.458742796,-1.290370183,0.227007572,0.440410315,-6.517644856
MIAT,0.633887946,5.578687147,1.299193078,0.224084348,0.437300073,-6.51771514
CDH2,-0.1352008,9.170899357,-1.202037203,0.258039873,0.474897815,-6.517823596
TIMM13,-0.248343748,5.871214434,-1.307581469,0.221334117,0.434352379,-6.518127772
DNAJC4,-0.184538931,0.999715441,-0.387195382,0.707020413,0.854755176,-6.518406472
ZRANB2-AS2,0.036552586,0.649101836,0.074512066,0.942126143,0.974134813,-6.518595441
ARL6,0.227876221,3.02340502,1.012112163,0.336208925,0.559617743,-6.518659417
PXDC1,-0.189336093,5.371450904,-1.290051047,0.227113898,0.440483655,-6.518811399
TMEM132B,-0.028913691,0.655807767,-0.083184717,0.935406288,0.970950134,-6.519465059
ZER1,-0.246334734,5.861629139,-1.306108044,0.221815155,0.43485901,-6.519655162
KBTBD4,-0.246948038,3.99887808,-1.173155571,0.268900459,0.487777326,-6.519921648
AC007228.11,-0.101907273,1.195504628,-0.486229995,0.63766535,0.81038971,-6.519970972
RP11-715J22.4,-0.029397206,0.675153042,-0.111761447,0.913304898,0.960316962,-6.520270835
AC073343.13,-0.232511381,1.81081722,-0.709404688,0.494870312,0.704125494,-6.520748553
CTD-2316B1.1,0.165355785,1.512303494,0.613416865,0.553795118,0.750744257,-6.520979438
ENGASE,-0.132637244,4.23977607,-1.202287943,0.257947152,0.474861983,-6.521044139
YJEFN3,0.19375101,0.904036384,0.328435918,0.749603466,0.878923747,-6.522246887
MRPS12,-0.340984211,4.7504667,-1.248088154,0.241456837,0.456358072,-6.52230789
MYO6,-0.205739956,5.924892789,-1.305404285,0.222045222,0.434961935,-6.522559021
PHKG1,0.049005771,0.733225331,0.184086061,0.857759814,0.935521727,-6.522575731
TSC1,-0.197547595,6.772356844,-1.306441931,0.221706073,0.434743202,-6.52290327
ARHGAP26,0.172799473,4.908720207,1.261171973,0.236907155,0.45181472,-6.522924654
C10orf10,-0.074644508,0.774361054,-0.221098608,0.829627446,0.922045817,-6.522965066
AC008174.3,-0.182170227,0.942621738,-0.33969826,0.741367168,0.874400955,-6.523015531
FAM21D,-0.079245448,0.967596146,-0.363762223,0.723885019,0.86404431,-6.523099045
LSM10,-0.300833476,3.897440839,-1.155827969,0.275589357,0.495240636,-6.523175146
POLR2J3,0.227585924,2.850260218,0.970894915,0.355326056,0.577590579,-6.523948366
TMEM62,0.144788808,2.968263943,0.995115142,0.343997598,0.566820895,-6.524038737
RP11-304F15.3,0.162854686,0.879192031,0.305388388,0.766561211,0.887501265,-6.524395925
ERH,0.134414054,6.49115496,1.308949455,0.22088828,0.433590193,-6.524506679
CHCHD1,-0.219954676,3.751864874,-1.134054847,0.284180373,0.505205833,-6.524675838
CASZ1,0.117401034,3.344447024,1.067623572,0.311691982,0.533300393,-6.524700321
ZNF843,0.041586342,0.702159018,0.129540073,0.899592766,0.953933177,-6.524724985
RBM4B,0.150315122,4.594165586,1.234819703,0.246143382,0.460641502,-6.524978231
