gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
UBA1,-0.119345629,8.203072011,-0.495801836,0.631139748,0.805850338,-7.187719381
ZNF501,0.070718394,4.287550902,0.38262162,0.710299359,0.856090632,-7.187725364
ZFAND2A,-0.035884145,3.942917262,-0.240648096,0.814867401,0.913510837,-7.187935
ZFP91,-0.052559119,5.664886346,-0.591663729,0.567688286,0.761856422,-7.187957092
XAB2,0.119390402,5.844458913,0.601482189,0.561393514,0.756232796,-7.188319915
SMIM19,0.028568667,3.966336359,0.252806296,0.805725809,0.909000828,-7.18852669
LRRC57,-0.042598504,4.269512778,-0.373943768,0.716537656,0.85937835,-7.188630247
FAM203A,0.038170033,3.891534037,0.206838873,0.840438301,0.927718706,-7.188689492
DPAGT1,-0.028077943,3.836617338,-0.159104915,0.876869485,0.944001974,-7.189108572
RAB6B,0.098962562,5.176095199,0.547317013,0.596600918,0.782423185,-7.189449056
NAA30,0.066849813,4.711993224,0.478656402,0.642851913,0.814217958,-7.189707684
CDR2L,0.049321398,3.957437121,0.243171205,0.812967846,0.912804942,-7.189830772
ZNF639,-0.053929652,5.27496275,-0.556700307,0.590418573,0.778780877,-7.189846133
LITAF,-0.07480062,6.670813668,-0.607380819,0.557630741,0.753507836,-7.189889195
MAP2K4,-0.060195077,4.802870602,-0.49295988,0.633073801,0.806670125,-7.190350046
SLC12A6,0.05240916,4.781570131,0.490015333,0.63508075,0.808445263,-7.19035082
IFT46,0.070191816,4.517632211,0.436726039,0.671927874,0.833559439,-7.190494027
DYNLRB1,-0.082367646,6.737450301,-0.604220868,0.559644719,0.755080179,-7.19065146
PSMD1,0.065678165,7.222698939,0.580012338,0.575208837,0.767368749,-7.190706776
SLC30A5,0.050797576,5.579449553,0.581845543,0.574021947,0.766462742,-7.190752189
ZNF324,0.065342194,4.500044468,0.431999569,0.675242647,0.835611392,-7.190784323
CHMP6,-0.075402203,4.293964959,-0.375669378,0.715295387,0.85877546,-7.190847331
ARID2,-0.08848473,6.905469397,-0.596928989,0.564307763,0.758794378,-7.191056171
TAMM41,-0.015439656,3.802381857,-0.106558979,0.917323305,0.962265135,-7.191205251
METTL13,-0.098089856,5.089246215,-0.532709973,0.606292705,0.789675429,-7.191371997
ZFAT,-0.049607597,4.320776758,-0.382213565,0.7105922,0.856150042,-7.191630858
GTPBP6,-0.014839161,3.780764862,-0.065338584,0.949239262,0.977085534,-7.191639196
RAB1B,-0.115748943,5.991284652,-0.601470826,0.561400776,0.756232796,-7.191755102
ZBTB1,-0.099535004,5.408601771,-0.565085032,0.584923277,0.774349045,-7.192244228
ZNF787,0.082072503,4.388624004,0.40085586,0.697264938,0.848260335,-7.192268543
SLC39A3,0.081870462,4.088425017,0.299044943,0.771251899,0.890010074,-7.192469334
CIRBP,-0.046332649,8.35351071,-0.468429589,0.649887646,0.819074394,-7.192618648
SEC24B,0.048535826,5.255441143,0.550214576,0.594688155,0.781457014,-7.192690889
ZNF775,0.088939677,4.521169477,0.432642586,0.674791253,0.835148637,-7.192844922
FBXL16,-0.100560928,4.683655375,-0.465943456,0.651603561,0.820483463,-7.192985486
FBXW4,0.005211171,3.7799525,0.024667546,0.980823186,0.990809014,-7.193568911
NOL11,0.066675889,5.834655167,0.592542331,0.567123403,0.761495088,-7.193620329
DCHS1,0.12278444,7.993722798,0.508189698,0.622743743,0.801152791,-7.193691385
FKBP2,-0.051267347,4.169842973,-0.326364092,0.751122277,0.879611386,-7.193800185
RPN2,-0.065607994,8.680877487,-0.421482407,0.68264479,0.839677567,-7.193909293
GPX7,0.066312837,4.29509024,0.369269186,0.71990727,0.861397597,-7.194056395
ATR,-0.14344413,6.234382807,-0.60338638,0.56017726,0.755268982,-7.19424793
FBXO46,0.030561557,4.06688145,0.283269433,0.782959006,0.89699197,-7.194343949
MSL1,-0.050418511,6.856446336,-0.593969817,0.566206292,0.760669632,-7.194348603
ALKBH5,0.116108247,7.397786873,0.561133082,0.587509918,0.776133304,-7.194539576
H3F3B,-0.051480564,8.91246803,-0.383978374,0.709326043,0.855686801,-7.194652215
DAG1,-0.123845549,7.663885915,-0.53846406,0.602465091,0.786718023,-7.194683813
PPOX,-0.013111476,3.827441277,-0.111204529,0.913734943,0.960316962,-7.194793117
B3GALT6,0.105487452,4.959975055,0.510078074,0.621468826,0.800192948,-7.194797404
SPTBN1,-0.026066241,9.810728942,-0.162732683,0.874088872,0.942657107,-7.19480566
SMAD4,0.062430937,6.781133016,0.595621634,0.565146089,0.759718605,-7.195246537
CRCP,-0.066261217,5.791583239,-0.587085046,0.570637132,0.764326931,-7.195365079
EMG1,-0.0459155,4.722222444,-0.468714203,0.649691344,0.818895361,-7.19547711
ZNF330,-0.045023757,4.611186031,-0.446202445,0.665304214,0.828885612,-7.195601964
DDOST,-0.106319438,7.64144773,-0.538866479,0.602197876,0.786551608,-7.195616171
SRFBP1,-0.069040657,4.620212781,-0.447575021,0.664347328,0.828136409,-7.195743086
ERGIC2,-0.102559351,6.280755155,-0.601722681,0.561239823,0.75615094,-7.195757895
SENP2,0.054924692,5.617716715,0.575911739,0.577868599,0.769375568,-7.196035194
ZFAND3,-0.108398893,6.590294083,-0.599615329,0.562587363,0.757223026,-7.196035532
CGGBP1,0.101416204,7.044785093,0.58203887,0.573896859,0.766398489,-7.196119718
USPL1,0.073456239,4.293796494,0.363531809,0.72405164,0.86404431,-7.196192458
N4BP1,-0.048615896,4.878590824,-0.49424538,0.63219861,0.806408485,-7.196295071
PSMD3,0.124398281,7.134582654,0.576315556,0.577606374,0.76913975,-7.196370031
CEP70,-0.045933598,5.094848459,-0.524848309,0.611542627,0.793743418,-7.196413262
GPRASP1,0.079328934,5.557025432,0.571049809,0.581030874,0.771459875,-7.196452008
KPNA4,-0.06906937,6.667998022,-0.597077973,0.564212272,0.758788335,-7.196540641
CERS6,0.054966949,7.577834292,0.542493904,0.599791991,0.785033002,-7.196860896
UBAP2L,0.067363787,7.257271912,0.567263248,0.583500218,0.773168521,-7.197029175
MZF1,-0.05580999,4.047441393,-0.262609494,0.798377245,0.904787453,-7.197137699
TP53I3,-0.072867922,4.392047638,-0.388696139,0.705945885,0.853934862,-7.197236352
XRCC4,0.010442492,3.825235191,0.085675428,0.933477367,0.970243121,-7.197300927
LPHN3,0.019410983,9.734635509,0.178526105,0.86200508,0.936175235,-7.197840575
BTN2A2,-0.025539165,3.971651591,-0.217580144,0.832291544,0.923625882,-7.198124227
TRERF1,0.058511509,5.337088209,0.549205773,0.595353725,0.781836301,-7.198248172
SETDB1,-0.059253298,6.145257333,-0.595408095,0.565283085,0.7598351,-7.198529711
BSDC1,-0.063959477,6.179842519,-0.595814608,0.565022303,0.75968751,-7.198709855
ARHGAP22,0.056042388,4.356290742,0.375869995,0.715151018,0.858738734,-7.198830271
THAP3,-0.035042924,4.007909155,-0.236130165,0.818271939,0.915423917,-7.198839345
RXRA,0.080845485,5.805884002,0.582527937,0.573580483,0.766212158,-7.198981646
KLHDC8B,0.090793873,4.436148494,0.39790914,0.699364467,0.849513691,-7.198995399
LZTS1,0.134379533,5.928712517,0.588310064,0.569847343,0.763793788,-7.199033611
SLC25A29,-0.09409422,4.775402451,-0.469922751,0.648858109,0.818214558,-7.199554804
GNAQ,-0.059142958,7.887900802,-0.507603187,0.623139987,0.801166356,-7.19996066
SMN1,0.042322664,4.364352897,0.375077767,0.71572119,0.858990726,-7.200129794
TMEM68,0.055709896,4.628093915,0.44087418,0.669024787,0.831324429,-7.200134034
NR2F2-AS1,-0.143326662,4.691513285,-0.45238806,0.660996966,0.826049873,-7.200199896
DPP3,-0.122201208,5.120817219,-0.520591861,0.614394766,0.795622933,-7.200272441
SIRT6,0.039247475,3.929963866,0.179812586,0.861022378,0.936105955,-7.200310665
SMARCAL1,0.065083714,4.650926407,0.445094877,0.666076813,0.829152058,-7.20041906
KIAA0753,0.054978656,4.24673368,0.336290712,0.743855579,0.875926356,-7.200614676
TELO2,-0.106370071,5.349682567,-0.545124259,0.598050578,0.783643531,-7.200741123
PLK2,-0.067099165,4.795018031,-0.471317902,0.647896856,0.817389824,-7.200822836
TMEM50A,0.06146123,5.774957703,0.577723139,0.576692846,0.768669184,-7.20090619
ATP6V0E2-AS1,-0.008096549,3.833821943,-0.055323305,0.957010461,0.980192218,-7.200936989
TPI1,-0.08505394,8.990059589,-0.354351482,0.730702558,0.867953661,-7.20113449
NOL8,0.111133473,5.501380163,0.558960045,0.588934837,0.777299237,-7.201148531
FOXK1,0.08278986,7.762878098,0.51796477,0.616158507,0.796783363,-7.20117461
TRIM16L,0.057784792,3.998025097,0.222687359,0.828425224,0.921252303,-7.201182673
SLC25A25,-0.094406605,6.778405566,-0.585738752,0.571505807,0.764862148,-7.201379445
RAB3D,-0.097662612,4.722572432,-0.456455882,0.658171489,0.824763293,-7.201410946
CHCHD6,-0.065260105,4.267673141,-0.33965102,0.741401645,0.874400955,-7.201542016
ARRDC3,-0.108140886,7.996705886,-0.492690218,0.633257467,0.806670125,-7.201688703
RP11-332H14.2,0.03055405,3.866897614,0.108299828,0.915978387,0.961656263,-7.201695919
TRAPPC1,-0.076381738,4.345009786,-0.362792042,0.724586695,0.864114655,-7.202232747
PSMB2,0.101938832,6.427236984,0.592136606,0.567384219,0.761777531,-7.202251445
GOLPH3,-0.056863031,5.628672517,-0.565913671,0.584381694,0.773935259,-7.202279888
EIF2B5,-0.05573376,5.802280539,-0.576498348,0.577487697,0.769049562,-7.202289613
ZNF658,-0.08716983,4.284007869,-0.342818585,0.73909126,0.873313704,-7.202348836
PIGC,-0.043193236,4.777156534,-0.464709266,0.65245619,0.821009185,-7.202630549
NRXN2,0.119502257,5.550764978,0.559938123,0.588293256,0.776724105,-7.202911906
TMEM41B,-0.058703874,5.048842529,-0.506739813,0.62372351,0.801285649,-7.203024561
BIN3,-0.022797133,3.981918873,-0.202377544,0.843827922,0.929798354,-7.203130113
CHD6,-0.058025481,7.751210763,-0.515386356,0.617892074,0.797936595,-7.203166115
BCYRN1,0.036211207,3.891977118,0.127241403,0.901363806,0.954344298,-7.203167272
APBA3,0.028689761,4.033017913,0.234949298,0.819162455,0.915877139,-7.20321168
RP11-268G12.1,-0.098303298,4.061729603,-0.246829261,0.810216105,0.911138501,-7.203226297
HSPG2,0.161552941,5.293083062,0.536227186,0.603951555,0.78802392,-7.203227149
PAPD5,0.048643024,4.323188747,0.354539001,0.730566468,0.8678603,-7.203243441
TMEM11,-0.06838561,4.678015335,-0.443774838,0.666998162,0.829694047,-7.203377606
PSMA3,0.05060676,4.519756377,0.408837494,0.691591607,0.84496765,-7.203403768
ACLY,0.087830883,8.610142161,0.410638239,0.690314402,0.844252728,-7.203546389
FAM135A,-0.098436424,5.106305032,-0.51302472,0.619482067,0.798897546,-7.203565001
AURKAIP1,-0.158150706,5.336594534,-0.537946771,0.602808674,0.78694084,-7.203876986
RP11-436K8.1,-0.015503763,3.845607576,-0.030644808,0.976177848,0.988492616,-7.203877551
BLOC1S6,0.103701448,6.170767273,0.587687969,0.570248342,0.76405989,-7.20389462
TIPARP,-0.059930866,6.057736739,-0.584558336,0.572268054,0.765407255,-7.203943736
ATF1,-0.021743001,3.975786875,-0.194303624,0.849970818,0.931962583,-7.203987514
TECPR1,-0.10599475,5.455501429,-0.549171262,0.595376501,0.781836301,-7.204090953
EAPP,-0.00618701,3.850437326,-0.046904861,0.963546332,0.983549626,-7.204175853
SESN2,-0.108036753,4.568684157,-0.417613759,0.685376608,0.84118708,-7.204189783
CHCHD5,-0.046661664,4.05046474,-0.239134871,0.81600726,0.914177645,-7.204216701
NOP9,0.062751045,6.25225287,0.588130673,0.569962962,0.76388093,-7.204411136
FBXO11,-0.085148323,6.839667816,-0.578317047,0.576307634,0.768427148,-7.20446343
IFI44L,-0.186613428,4.257983403,-0.325369346,0.751851903,0.87993985,-7.204474751
HOTAIRM1,-0.151663595,4.73893218,-0.45250037,0.660918881,0.826049873,-7.204511958
ZNF649,-0.057864717,5.207941934,-0.52357643,0.612394168,0.794214671,-7.20470852
CBY1,0.040833514,4.425364115,0.381007536,0.711457996,0.856724467,-7.204799769
RAD23A,-0.084717505,6.544023806,-0.586621466,0.570936167,0.76437086,-7.204803841
RNF166,0.017006725,3.920532971,0.144940327,0.887742922,0.948494035,-7.204888674
LINC00665,0.0455295,4.347479949,0.357827209,0.728181675,0.866322697,-7.204940904
SHPK,-0.050373561,4.325053347,-0.349646549,0.73412035,0.870079107,-7.205001661
BCL9L,0.023315642,3.92997162,0.152532101,0.881911892,0.946091963,-7.205127668
ALG3,-0.029642944,3.980440563,-0.191059693,0.852441914,0.933196165,-7.205276974
GNE,0.057920906,6.266620871,0.586750815,0.570852721,0.764326931,-7.205392658
CASD1,0.124349485,5.391376222,0.542081784,0.600065074,0.78508493,-7.205494983
TBC1D32,-0.063806384,4.033660495,-0.223415307,0.827874535,0.921043398,-7.205561529
C1orf159,0.016390378,3.902351559,0.120706797,0.906401561,0.956794405,-7.205611463
DOK1,0.064547945,4.203752128,0.306079114,0.766051047,0.887272511,-7.205746682
RNF139,-0.053592991,5.763565331,-0.56866466,0.582585648,0.772634893,-7.205758955
PIGO,-0.094555209,5.277365503,-0.528744215,0.608938063,0.791997248,-7.206021694
DNPEP,-0.032272142,4.143962787,-0.278593829,0.786439959,0.899087935,-7.206147483
SNHG11,0.012674833,3.894358407,0.106051369,0.917715518,0.962351922,-7.20616363
TBL1XR1,-0.087904609,7.841373512,-0.50069748,0.627814966,0.804177555,-7.206238907
ERP29,-0.097524146,5.511490879,-0.550158283,0.594725285,0.781457014,-7.206267774
RAP1A,0.050230368,5.258132652,0.526613657,0.610361714,0.792856474,-7.206419758
COQ2,-0.033101791,4.338133194,-0.350373238,0.733592061,0.869811653,-7.206424319
NUMB,0.039537438,4.506765385,0.398300501,0.699085469,0.849379842,-7.206569603
STOX2,-0.046460795,4.440631446,-0.379738865,0.712369229,0.85689804,-7.206744775
P4HB,0.097146079,8.702748594,0.388993758,0.705732874,0.853882473,-7.206809733
PELI1,-0.066019017,6.568674362,-0.582901544,0.573338863,0.7661606,-7.206897228
LRRC37A3,0.005024048,3.861171326,0.017651328,0.986276919,0.992655694,-7.206997023
DMXL1,-0.108390744,6.238574615,-0.58325995,0.573107126,0.765986548,-7.207049485
SFT2D3,-0.062634342,4.582291721,-0.414337641,0.687693763,0.842379865,-7.207331209
ZNF12,-0.094234497,6.207273465,-0.582363109,0.573687099,0.766242036,-7.207370925
GTF2H2,-0.012284291,3.88678025,-0.081476155,0.936729733,0.971416276,-7.20738234
BAG3,-0.047764003,4.059099239,-0.230987415,0.822152164,0.91813263,-7.207585531
WDTC1,0.089126725,5.474736788,0.545615994,0.597725324,0.783343531,-7.20765616
N4BP2L2,-0.171408196,6.352532654,-0.582725173,0.573452919,0.76617736,-7.207860223
POLR3K,0.033294599,3.949857761,0.154437207,0.880449785,0.945598684,-7.207888691
UBA2,0.045158958,7.419934509,0.536359605,0.603863506,0.78802392,-7.208014675
KAT8,-0.06016869,5.914043574,-0.572543779,0.580058172,0.770965255,-7.208027317
ZNF273,0.067543499,4.593871544,0.416218589,0.686362975,0.841781696,-7.208093089
XRCC1,-0.070775575,5.620176032,-0.555345271,0.591309243,0.779271773,-7.208185617
IPMK,-0.079479328,4.505355862,-0.392910489,0.7029321,0.851605161,-7.208393022
HTRA2,-0.063058104,4.550634006,-0.404312522,0.694805507,0.846479213,-7.208435642
VAMP1,0.058256871,4.0116852,0.199871102,0.845733742,0.930559869,-7.208456031
ZRANB2,0.165357794,5.968383582,0.573962217,0.579135468,0.770364651,-7.208845593
RBM45,-0.07381831,4.183184111,-0.285169738,0.78154568,0.895936115,-7.20907569
ZNF696,-0.028002756,4.071414763,-0.232100439,0.82131195,0.917532852,-7.20909138
ARF5,0.120829697,6.148310617,0.578460427,0.576214659,0.768371049,-7.209346508
SSH1,0.081698059,4.97783878,0.485159982,0.638396878,0.81117949,-7.209471408
ARHGEF18,-0.111439703,5.074851538,-0.496866944,0.630415658,0.805549346,-7.210041594
HELQ,-0.039742769,4.225149415,-0.299557957,0.770872184,0.889762626,-7.210171039
ZNF717,0.023719725,3.915082729,0.09869558,0.92340165,0.964473908,-7.210192245
GTF2E2,-0.018245311,3.997166172,-0.179028324,0.861621421,0.936161654,-7.210285249
STK3,0.065116862,4.697352397,0.433681277,0.674062386,0.834766733,-7.210344285
FAM211A,0.041161769,4.188117501,0.284977952,0.78168828,0.896012195,-7.210385198
CECR2,-0.083359271,5.858776141,-0.565906329,0.584386491,0.773935259,-7.210442647
UBR3,0.086774705,6.82380939,0.569369502,0.582125958,0.772247758,-7.210486312
HEXIM1,-0.077781383,4.628906292,-0.417795273,0.685248326,0.841166422,-7.210512014
EIF5B,0.062190011,5.990874002,0.57195967,0.580438371,0.771277924,-7.210512887
DLG4,-0.065785145,4.652450626,-0.42285363,0.681677666,0.83924643,-7.210612412
FRYL,-0.102188972,7.79623092,-0.496804989,0.630457766,0.805549346,-7.210759756
OLIG2,0.066641149,8.783581902,0.365682162,0.72249723,0.863165468,-7.210909349
DNALI1,-0.038579783,4.441472373,-0.369233415,0.719933079,0.861397597,-7.211136822
TRIQK,0.075705709,5.021566169,0.488258656,0.636279556,0.80919736,-7.211155427
ZNF471,-0.080388156,4.104494518,-0.240672111,0.814849316,0.913510837,-7.211160202
GRN,-0.132527289,6.794471757,-0.568953429,0.582397292,0.772452959,-7.2111857
GRID1,0.05905976,4.884649845,0.466667463,0.651103633,0.820181951,-7.211258642
RPS5,-0.116764617,8.343606328,-0.430914976,0.676004332,0.836074182,-7.211311483
MTHFR,-0.05994232,5.578493165,-0.54688964,0.596883314,0.782589562,-7.211380928
MDM4,0.179287596,6.677459769,0.572478096,0.580100918,0.770965255,-7.211681357
DNAL4,0.03338398,4.003689499,0.178500896,0.862024338,0.936175235,-7.211714237
BAG4,-0.028479741,4.220504928,-0.292124559,0.776380309,0.89270725,-7.212034438
GNL3,0.083323982,5.707586957,0.554713085,0.591725026,0.779278422,-7.212442522
MICAL1,-0.08710371,4.928082017,-0.470712536,0.648313866,0.817705365,-7.212465366
RPA1,-0.108768572,6.281843571,-0.574843213,0.578562778,0.769869987,-7.212496175
ZNF669,0.026427622,4.160033301,0.264827963,0.796717108,0.903845156,-7.212571084
SNORD3B-2,0.243472205,8.93221401,0.333761824,0.745704349,0.877008738,-7.212947917
ZNF773,-0.043469617,4.045265137,-0.196519126,0.84828412,0.931329463,-7.213475738
KRT10,0.012099657,3.915053432,0.058589208,0.954475771,0.979257239,-7.213612584
RBM48,-0.062230298,4.494259044,-0.377206779,0.714189346,0.85819839,-7.213753867
COIL,-0.057053496,5.391342882,-0.526748282,0.610271706,0.792856474,-7.213778193
VEGFA,-0.118109093,6.977874931,-0.5561422,0.590785331,0.779196555,-7.213797559
INTS5,-0.035213736,3.957668086,-0.120245269,0.906757537,0.956958011,-7.214021073
TTC7A,0.03276435,4.13463406,0.247174633,0.809956442,0.910995355,-7.214063424
GPATCH8,0.071608563,5.85078045,0.559991636,0.588258164,0.776724105,-7.214068979
ZNF221,-0.035622414,4.03067468,-0.181904968,0.85942461,0.935687392,-7.214540816
ZSCAN20,-0.005545791,3.920260042,-0.055674954,0.956737519,0.980192218,-7.214586176
SCN4B,-0.055510361,4.199390021,-0.27385031,0.789976551,0.90113323,-7.214850908
NEU1,-0.129109661,6.391960249,-0.571375193,0.580818946,0.771459875,-7.214893058
BCS1L,-0.058785534,4.325462883,-0.322564229,0.753910785,0.880826881,-7.214943928
ARHGEF40,-0.071993933,8.193455895,-0.442900215,0.667608946,0.830124888,-7.215030606
NLE1,0.055773581,4.39308564,0.345715694,0.736980536,0.872116744,-7.215031991
HSPH1,0.073484987,6.654126661,0.567680111,0.583228089,0.773011503,-7.215169808
RHBDD2,-0.116910601,6.128449511,-0.567773836,0.583166915,0.772998295,-7.215177635
MAPK3,-0.114165827,5.644422884,-0.544660899,0.598357149,0.783801357,-7.215281868
FUBP3,-0.051311653,6.730045982,-0.564823284,0.585094406,0.7743972,-7.215296916
KARS,-0.079436706,6.938607596,-0.555765916,0.591032674,0.779250497,-7.215324469
RPLP1,0.127240621,8.183448581,0.443591338,0.667126286,0.829785044,-7.215433449
CNOT1,-0.040279888,8.421122153,-0.410999176,0.690058525,0.844187814,-7.215535233
ECD,-0.047551639,4.548048707,-0.387116182,0.707077138,0.854755297,-7.215596288
ZBTB11,-0.078759027,5.372046995,-0.521429158,0.613833177,0.795348653,-7.215618611
SCAMP4,-0.107979561,5.254184408,-0.508708118,0.622393606,0.800940451,-7.215689747
MARCH6,0.051460974,7.260045914,0.535261453,0.604593903,0.788472344,-7.215709617
SSFA2,-0.052167409,9.364890125,-0.223016323,0.828176353,0.921043398,-7.215875863
IQSEC1,-0.032808361,3.996059411,-0.147234652,0.885979953,0.947829014,-7.215896002
TRPM7,0.125282617,5.707631037,0.548712956,0.59567901,0.781937915,-7.215988478
EIF4G2,0.032562694,9.214466376,0.263473463,0.797730588,0.904729204,-7.216017293
TWSG1,-0.05331997,5.71223705,-0.548325998,0.595934489,0.782024786,-7.216029207
LINC00338,0.175842819,5.597141214,0.540968204,0.600803294,0.785273679,-7.216124674
RPF2,-0.017071989,3.995884111,-0.144795032,0.887854589,0.948494035,-7.21622765
YWHAB,-0.051697716,8.124073145,-0.448385458,0.663782633,0.827885405,-7.21662868
RHOA,0.075022261,8.269997253,0.429589155,0.67693595,0.836609478,-7.216673349
HYOU1,-0.10210338,7.584586441,-0.506242371,0.624059837,0.801456261,-7.216716272
WSCD1,0.117709049,7.570644475,0.507615799,0.623131465,0.801166356,-7.216775575
MRPS2,-0.094792092,5.039475967,-0.479136092,0.642522806,0.813976321,-7.21679746
